1,1,1,0
2,1.41421,1.414214,0.000003
3,1.731824,1.732051,0.000227
4,1.9983,2,0.0017
5,2.230265,2.236068,0.005803
6,2.435936,2.44949,0.013554
7,2.620278,2.645751,0.025473
8,2.786723,2.828427,0.041704
9,2.937854,3,0.062146
10,3.075714,3.162278,0.086564
